#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
7519	1125.510	-2.834	1125.340
7520	1125.540	-3.203	1125.369
7521	1125.570	-3.507	1125.405
7522	1125.600	-3.769	1125.433
7523	1125.630	-4.030	1125.463
7524	1125.660	-4.218	1125.489
7525	1125.690	-4.341	1125.521
7526	1125.720	-4.413	1125.551
7527	1125.750	-4.516	1125.582
7528	1125.780	-4.615	1125.611
7529	1125.810	-4.673	1125.641
7530	1125.840	-4.722	1125.670
7531	1125.870	-4.653	1125.701
7532	1125.900	-4.630	1125.730
7533	1125.930	-4.489	1125.763
7534	1125.960	-4.440	1125.796
7535	1125.990	-4.415	1125.820
7536	1126.020	-4.245	1125.850
7537	1126.050	-4.145	1125.875
7538	1126.080	-4.045	1125.911
7539	1126.110	-3.835	1125.942
7540	1126.140	-3.634	1125.971
7541	1126.170	-3.438	1126.002
7542	1126.200	-3.277	1126.030
7543	1126.230	-3.066	1126.062
7544	1126.260	-2.916	1126.092
7545	1126.290	-2.720	1126.122
7546	1126.320	-2.544	1126.152
7547	1126.350	-2.320	1126.180
7548	1126.380	-2.022	1126.214
7549	1126.410	-1.799	1126.242
7550	1126.440	-1.469	1126.274
7551	1126.470	-1.186	1126.300
7552	1126.500	-0.892	1126.332
7553	1126.530	-0.566	1126.358
7554	1126.560	-0.105	1126.388
7555	1126.590	0.254	1126.418
7556	1126.620	0.632	1126.448
7557	1126.650	0.957	1126.477
7558	1126.680	1.239	1126.511
7559	1126.710	1.502	1126.542
7560	1126.740	1.770	1126.572
7561	1126.770	2.027	1126.605
7562	1126.800	2.329	1126.632
7563	1126.830	2.642	1126.660
7564	1126.860	2.795	1126.689
7565	1126.890	2.857	1126.723
7566	1126.920	3.050	1126.756
7567	1126.950	3.145	1126.779
7568	1126.980	3.324	1126.810
7569	1127.010	3.520	1126.839
7570	1127.040	3.848	1126.871
7571	1127.070	3.995	1126.899
7572	1127.100	4.065	1126.930
7573	1127.130	3.960	1126.965
7574	1127.160	3.857	1126.992
7575	1127.190	3.862	1127.022
7576	1127.220	3.934	1127.055
7577	1127.250	3.972	1127.080
7578	1127.280	4.058	1127.110
7579	1127.310	3.995	1127.141
7580	1127.340	3.842	1127.170
7581	1127.370	3.689	1127.203
7582	1127.400	3.511	1127.233
7583	1127.430	3.434	1127.264
7584	1127.460	3.433	1127.292
7585	1127.490	3.464	1127.316
7586	1127.520	3.346	1127.346
7587	1127.550	3.303	1127.382
7588	1127.580	3.088	1127.408
7589	1127.610	2.892	1127.439
7590	1127.640	2.646	1127.471
7591	1127.670	2.485	1127.503
7592	1127.700	2.359	1127.532
7593	1127.730	2.264	1127.561
7594	1127.760	2.151	1127.589
7595	1127.790	1.952	1127.623
7596	1127.820	1.727	1127.655
7597	1127.850	1.334	1127.685
7598	1127.880	0.974	1127.713
7599	1127.910	0.593	1127.741
7600	1127.940	0.272	1127.772
7601	1127.970	0.092	1127.801
7602	1128.000	-0.147	1127.832
7603	1128.030	-0.484	1127.862
7604	1128.060	-0.827	1127.891
7605	1128.090	-1.181	1127.924
7606	1128.120	-1.646	1127.955
7607	1128.150	-2.024	1127.981
7608	1128.180	-2.310	1128.011
7609	1128.210	-2.493	1128.044
7610	1128.240	-2.707	1128.069
7611	1128.270	-2.917	1128.096
7612	1128.300	-3.259	1128.129
7613	1128.330	-3.638	1128.160
7614	1128.360	-4.030	1128.192
7615	1128.390	-4.448	1128.221
7616	1128.420	-4.674	1128.251
7617	1128.450	-4.822	1128.281
7618	1128.480	-4.822	1128.310
7619	1128.510	-4.930	1128.336
7620	1128.540	-5.014	1128.373
7621	1128.570	-5.157	1128.397
7622	1128.600	-5.233	1128.430
7623	1128.630	-5.301	1128.460
7624	1128.660	-5.263	1128.493
7625	1128.690	-5.025	1128.518
7626	1128.720	-4.787	1128.549
7627	1128.750	-4.511	1128.578
7628	1128.780	-4.368	1128.613
7629	1128.810	-4.225	1128.639
7630	1128.840	-4.102	1128.673
7631	1128.870	-3.885	1128.699
7632	1128.900	-3.661	1128.730
7633	1128.930	-3.367	1128.765
7634	1128.960	-3.024	1128.789
7635	1128.990	-2.671	1128.821
7636	1129.020	-2.321	1128.851
7637	1129.050	-1.961	1128.882
7638	1129.080	-1.701	1128.912
7639	1129.110	-1.453	1128.939
7640	1129.140	-1.207	1128.974
7641	1129.170	-0.982	1129.003
7642	1129.200	-0.529	1129.033
7643	1129.230	-0.133	1129.062
7644	1129.260	0.344	1129.092
7645	1129.290	0.671	1129.121
7646	1129.320	0.965	1129.151
7647	1129.350	1.232	1129.184
7648	1129.380	1.451	1129.211
7649	1129.410	1.746	1129.240
7650	1129.440	2.168	1129.270
7651	1129.470	2.686	1129.302
7652	1129.500	3.179	1129.331
7653	1129.530	3.414	1129.360
7654	1129.560	3.655	1129.389
7655	1129.590	3.826	1129.418
7656	1129.620	3.917	1129.453
7657	1129.650	4.177	1129.480
7658	1129.680	4.506	1129.511
7659	1129.710	4.874	1129.543
7660	1129.740	5.115	1129.573
7661	1129.770	5.228	1129.596
7662	1129.800	5.239	1129.635
7663	1129.830	5.114	1129.664
7664	1129.860	5.108	1129.692
7665	1129.890	5.034	1129.727
7666	1129.920	4.992	1129.749
7667	1129.950	5.099	1129.783
7668	1129.980	5.040	1129.811
7669	1130.010	4.971	1129.838
7670	1130.040	4.713	1129.870
7671	1130.070	4.463	1129.904
7672	1130.100	4.179	1129.931
7673	1130.130	4.060	1129.962
7674	1130.160	3.982	1129.994
7675	1130.190	3.988	1130.015
7676	1130.220	3.921	1130.049
7677	1130.250	3.602	1130.079
7678	1130.280	3.319	1130.112
7679	1130.310	2.890	1130.143
7680	1130.340	2.510	1130.169
7681	1130.370	2.054	1130.204
7682	1130.400	1.769	1130.235
7683	1130.430	1.508	1130.261
7684	1130.460	1.144	1130.294
7685	1130.490	0.699	1130.321
7686	1130.520	0.086	1130.350
7687	1130.550	-0.561	1130.382
7688	1130.580	-1.155	1130.406
7689	1130.610	-1.612	1130.442
7690	1130.640	-1.964	1130.471
7691	1130.670	-2.311	1130.500
7692	1130.700	-2.609	1130.533
7693	1130.730	-2.955	1130.564
7694	1130.760	-3.331	1130.591
7695	1130.790	-3.657	1130.626
7696	1130.820	-4.014	1130.653
7697	1130.850	-4.291	1130.683
7698	1130.880	-4.429	1130.715
7699	1130.910	-4.544	1130.740
7700	1130.940	-4.634	1130.772
7701	1130.970	-4.705	1130.801
7702	1131.000	-4.828	1130.831
7703	1131.030	-4.941	1130.860
7704	1131.060	-5.075	1130.893
7705	1131.090	-5.170	1130.918
7706	1131.120	-5.069	1130.949
7707	1131.150	-4.992	1130.987
7708	1131.180	-4.897	1131.011
7709	1131.210	-4.697	1131.040
7710	1131.240	-4.528	1131.072
7711	1131.270	-4.390	1131.105
7712	1131.300	-4.339	1131.135
7713	1131.330	-4.225	1131.159
7714	1131.360	-4.079	1131.193
7715	1131.390	-3.875	1131.220
7716	1131.420	-3.633	1131.251
7717	1131.450	-3.357	1131.279
7718	1131.480	-3.146	1131.308
7719	1131.510	-2.982	1131.345
7720	1131.540	-2.933	1131.371
7721	1131.570	-2.818	1131.403
7722	1131.600	-2.645	1131.432
7723	1131.630	-2.314	1131.459
7724	1131.660	-1.943	1131.492
7725	1131.690	-1.600	1131.523
7726	1131.720	-1.187	1131.551
7727	1131.750	-0.954	1131.581
7728	1131.780	-0.733	1131.608
7729	1131.810	-0.606	1131.640
7730	1131.840	-0.210	1131.668
7731	1131.870	0.205	1131.701
7732	1131.900	0.682	1131.729
7733	1131.930	1.071	1131.762
7734	1131.960	1.457	1131.793
7735	1131.990	1.718	1131.819
7736	1132.020	1.952	1131.852
7737	1132.050	2.277	1131.876
7738	1132.080	2.664	1131.910
7739	1132.110	3.085	1131.941
7740	1132.140	3.596	1131.971
7741	1132.170	3.961	1132.003
7742	1132.200	4.253	1132.031
7743	1132.230	4.496	1132.060
7744	1132.260	4.625	1132.084
7745	1132.290	4.804	1132.123
7746	1132.320	4.971	1132.152
7747	1132.350	5.258	1132.184
7748	1132.380	5.536	1132.214
7749	1132.410	5.722	1132.242
7750	1132.440	5.662	1132.277
7751	1132.470	5.587	1132.301
7752	1132.500	5.459	1132.332
7753	1132.530	5.220	1132.362
7754	1132.560	5.104	1132.392
7755	1132.590	5.050	1132.423
7756	1132.620	4.947	1132.450
7757	1132.650	4.796	1132.477
7758	1132.680	4.569	1132.513
7759	1132.710	4.265	1132.541
7760	1132.740	3.978	1132.570
7761	1132.770	3.651	1132.602
7762	1132.800	3.314	1132.629
7763	1132.830	3.048	1132.664
7764	1132.860	2.817	1132.691
7765	1132.890	2.596	1132.723
7766	1132.920	2.282	1132.749
7767	1132.950	1.932	1132.783
7768	1132.980	1.573	1132.812
7769	1133.010	1.129	1132.839
7770	1133.040	0.694	1132.865
7771	1133.070	0.432	1132.901
7772	1133.100	0.131	1132.931
7773	1133.130	-0.113	1132.962
7774	1133.160	-0.441	1132.993
7775	1133.190	-0.771	1133.021
7776	1133.220	-1.266	1133.051
7777	1133.250	-1.670	1133.082
7778	1133.280	-2.060	1133.113
7779	1133.310	-2.389	1133.143
7780	1133.340	-2.649	1133.172
7781	1133.370	-2.900	1133.199
7782	1133.400	-3.215	1133.229
7783	1133.430	-3.535	1133.260
7784	1133.460	-3.924	1133.287
7785	1133.490	-4.233	1133.325
7786	1133.520	-4.507	1133.352
7787	1133.550	-4.733	1133.382
7788	1133.580	-4.871	1133.411
7789	1133.610	-4.944	1133.436
7790	1133.640	-5.003	1133.469
7791	1133.670	-5.125	1133.502
7792	1133.700	-5.169	1133.528
7793	1133.730	-5.289	1133.559
7794	1133.760	-5.342	1133.589
7795	1133.790	-5.431	1133.620
7796	1133.820	-5.388	1133.652
7797	1133.850	-5.276	1133.679
7798	1133.880	-5.073	1133.711
7799	1133.910	-4.964	1133.743
7800	1133.940	-4.810	1133.771
7801	1133.970	-4.606	1133.800
7802	1134.000	-4.349	1133.832
7803	1134.030	-4.076	1133.858
7804	1134.060	-3.757	1133.895
7805	1134.090	-3.388	1133.920
7806	1134.120	-2.994	1133.951
7807	1134.150	-2.624	1133.984
7808	1134.180	-2.260	1134.008
7809	1134.210	-1.948	1134.036
7810	1134.240	-1.480	1134.074
7811	1134.270	-1.107	1134.100
7812	1134.300	-0.758	1134.132
7813	1134.330	-0.381	1134.163
7814	1134.360	0.017	1134.194
7815	1134.390	0.354	1134.222
7816	1134.420	0.621	1134.251
7817	1134.450	0.935	1134.280
7818	1134.480	1.213	1134.315
7819	1134.510	1.443	1134.344
7820	1134.540	1.701	1134.368
7821	1134.570	1.859	1134.401
7822	1134.600	2.095	1134.434
7823	1134.630	2.295	1134.461
7824	1134.660	2.480	1134.491
7825	1134.690	2.660	1134.519
7826	1134.720	2.948	1134.551
7827	1134.750	3.220	1134.583
7828	1134.780	3.455	1134.615
7829	1134.810	3.623	1134.643
7830	1134.840	3.821	1134.669
7831	1134.870	4.050	1134.701
7832	1134.900	4.197	1134.733
7833	1134.930	4.289	1134.762
7834	1134.960	4.488	1134.793
7835	1134.990	4.775	1134.824
7836	1135.020	4.946	1134.853
7837	1135.050	5.070	1134.881
7838	1135.080	5.009	1134.908
7839	1135.110	4.988	1134.940
7840	1135.140	4.945	1134.973
7841	1135.170	4.851	1135.004
7842	1135.200	4.862	1135.032
7843	1135.230	4.856	1135.059
7844	1135.260	4.763	1135.088
7845	1135.290	4.572	1135.125
7846	1135.320	4.195	1135.151
7847	1135.350	3.798	1135.184
7848	1135.380	3.555	1135.205
7849	1135.410	3.324	1135.238
7850	1135.440	3.095	1135.271
7851	1135.470	2.903	1135.301
7852	1135.500	2.610	1135.333
7853	1135.530	2.192	1135.365
7854	1135.560	1.627	1135.393
7855	1135.590	1.178	1135.422
7856	1135.620	0.833	1135.451
7857	1135.650	0.596	1135.478
7858	1135.680	0.371	1135.513
7859	1135.710	0.109	1135.540
7860	1135.740	-0.147	1135.569
7861	1135.770	-0.609	1135.598
7862	1135.800	-1.084	1135.627
7863	1135.830	-1.496	1135.660
7864	1135.860	-1.812	1135.692
7865	1135.890	-1.953	1135.722
7866	1135.920	-1.969	1135.750
7867	1135.950	-2.111	1135.778
7868	1135.980	-2.367	1135.811
7869	1136.010	-2.661	1135.842
7870	1136.040	-2.982	1135.870
7871	1136.070	-3.386	1135.900
7872	1136.100	-3.580	1135.933
7873	1136.130	-3.702	1135.962
7874	1136.160	-3.721	1135.990
7875	1136.190	-3.806	1136.019
7876	1136.220	-4.058	1136.049
7877	1136.250	-4.246	1136.083
7878	1136.280	-4.563	1136.109
7879	1136.310	-4.815	1136.136
7880	1136.340	-4.921	1136.170
7881	1136.370	-4.966	1136.199
7882	1136.400	-4.853	1136.234
7883	1136.430	-4.751	1136.261
7884	1136.460	-4.794	1136.290
7885	1136.490	-4.795	1136.321
7886	1136.520	-4.794	1136.353
7887	1136.550	-4.902	1136.382
7888	1136.580	-4.776	1136.413
7889	1136.610	-4.632	1136.442
7890	1136.640	-4.347	1136.470
7891	1136.670	-4.015	1136.505
7892	1136.700	-3.755	1136.530
7893	1136.730	-3.537	1136.563
7894	1136.760	-3.357	1136.590
7895	1136.790	-3.207	1136.621
7896	1136.820	-3.045	1136.649
7897	1136.850	-2.776	1136.682
7898	1136.880	-2.267	1136.711
7899	1136.910	-1.817	1136.743
7900	1136.940	-1.512	1136.772
7901	1136.970	-1.097	1136.806
7902	1137.000	-0.767	1136.830
7903	1137.030	-0.399	1136.863
7904	1137.060	-0.105	1136.891
7905	1137.090	0.269	1136.925
7906	1137.120	0.719	1136.950
7907	1137.150	1.271	1136.979
7908	1137.180	1.764	1137.009
7909	1137.210	2.177	1137.040
7910	1137.240	2.559	1137.066
7911	1137.270	2.925	1137.100
7912	1137.300	3.167	1137.130
7913	1137.330	3.360	1137.160
7914	1137.360	3.710	1137.193
7915	1137.390	4.069	1137.222
7916	1137.420	4.436	1137.252
7917	1137.450	4.705	1137.279
7918	1137.480	4.940	1137.310
7919	1137.510	5.032	1137.342
7920	1137.540	5.091	1137.368
7921	1137.570	5.050	1137.403
7922	1137.600	5.097	1137.430
7923	1137.630	5.196	1137.458
7924	1137.660	5.509	1137.494
7925	1137.690	5.588	1137.522
7926	1137.720	5.536	1137.547
7927	1137.750	5.381	1137.580
7928	1137.780	5.082	1137.607
7929	1137.810	4.905	1137.641
7930	1137.840	4.770	1137.670
7931	1137.870	4.768	1137.706
7932	1137.900	4.732	1137.731
7933	1137.930	4.597	1137.759
7934	1137.960	4.318	1137.789
7935	1137.990	3.827	1137.825
7936	1138.020	3.380	1137.851
7937	1138.050	2.975	1137.887
7938	1138.080	2.683	1137.913
7939	1138.110	2.423	1137.944
7940	1138.140	2.241	1137.968
7941	1138.170	1.919	1138.001
7942	1138.200	1.551	1138.029
7943	1138.230	1.076	1138.064
7944	1138.260	0.574	1138.087
7945	1138.290	0.143	1138.120
7946	1138.320	-0.178	1138.152
7947	1138.350	-0.473	1138.181
7948	1138.380	-0.668	1138.210
7949	1138.410	-0.989	1138.242
7950	1138.440	-1.388	1138.270
7951	1138.470	-1.780	1138.301
7952	1138.500	-2.253	1138.333
7953	1138.530	-2.666	1138.363
7954	1138.560	-2.896	1138.392
7955	1138.590	-3.011	1138.417
7956	1138.620	-3.150	1138.451
7957	1138.650	-3.369	1138.478
7958	1138.680	-3.613	1138.508
7959	1138.710	-3.931	1138.542
7960	1138.740	-4.246	1138.574
7961	1138.770	-4.510	1138.602
7962	1138.800	-4.598	1138.632
7963	1138.830	-4.681	1138.659
7964	1138.860	-4.749	1138.689
7965	1138.890	-4.817	1138.724
7966	1138.920	-4.979	1138.747
7967	1138.950	-5.178	1138.779
7968	1138.980	-5.382	1138.812
7969	1139.010	-5.500	1138.841
7970	1139.040	-5.484	1138.874
7971	1139.070	-5.420	1138.903
7972	1139.100	-5.310	1138.934
7973	1139.130	-5.187	1138.960
7974	1139.160	-5.040	1138.991
7975	1139.190	-4.868	1139.022
7976	1139.220	-4.725	1139.050
7977	1139.250	-4.442	1139.080
7978	1139.280	-4.059	1139.109
7979	1139.310	-3.640	1139.147
7980	1139.340	-3.151	1139.169
7981	1139.370	-2.630	1139.204
7982	1139.400	-2.083	1139.233
7983	1139.430	-1.674	1139.260
7984	1139.460	-1.286	1139.293
7985	1139.490	-1.033	1139.322
7986	1139.520	-0.675	1139.347
7987	1139.550	-0.266	1139.381
7988	1139.580	0.207	1139.412
7989	1139.610	0.603	1139.442
7990	1139.640	0.953	1139.469
7991	1139.670	1.279	1139.502
7992	1139.700	1.509	1139.528
7993	1139.730	1.804	1139.556
7994	1139.760	1.989	1139.593
7995	1139.790	2.212	1139.623
7996	1139.820	2.486	1139.651
7997	1139.850	2.746	1139.687
7998	1139.880	3.023	1139.711
7999	1139.910	3.173	1139.739
8000	1139.940	3.314	1139.770
8001	1139.970	3.339	1139.800
8002	1140.000	3.441	1139.834
8003	1140.030	3.603	1139.866
8004	1140.060	3.745	1139.890
8005	1140.090	3.957	1139.923
8006	1140.120	4.170	1139.955
8007	1140.150	4.302	1139.983
8008	1140.180	4.320	1140.010
8009	1140.210	4.392	1140.042
8010	1140.240	4.423	1140.070
8011	1140.270	4.510	1140.102
8012	1140.300	4.705	1140.130
8013	1140.330	4.771	1140.161
8014	1140.360	4.836	1140.193
8015	1140.390	4.841	1140.217
8016	1140.420	4.650	1140.251
8017	1140.450	4.421	1140.283
8018	1140.480	4.271	1140.312
8019	1140.510	4.177	1140.342
8020	1140.540	4.104	1140.373
8021	1140.570	4.020	1140.403
8022	1140.600	3.844	1140.429
8023	1140.630	3.628	1140.457
8024	1140.660	3.180	1140.488
8025	1140.690	2.832	1140.525
8026	1140.720	2.446	1140.551
8027	1140.750	2.091	1140.580
8028	1140.780	1.789	1140.609
8029	1140.810	1.472	1140.641
8030	1140.840	1.152	1140.672
8031	1140.870	0.743	1140.702
8032	1140.900	0.301	1140.730
8033	1140.930	-0.099	1140.763
8034	1140.960	-0.529	1140.790
8035	1140.990	-0.879	1140.820
8036	1141.020	-1.197	1140.855
8037	1141.050	-1.366	1140.882
8038	1141.080	-1.608	1140.911
8039	1141.110	-2.016	1140.942
8040	1141.140	-2.393	1140.967
8041	1141.170	-2.735	1141.001
8042	1141.200	-3.126	1141.031
8043	1141.230	-3.490	1141.058
8044	1141.260	-3.681	1141.090
8045	1141.290	-3.947	1141.121
8046	1141.320	-4.087	1141.148
8047	1141.350	-4.297	1141.180
8048	1141.380	-4.556	1141.211
8049	1141.410	-4.756	1141.244
8050	1141.440	-4.893	1141.272
8051	1141.470	-5.044	1141.305
8052	1141.500	-5.101	1141.330
8053	1141.530	-5.093	1141.362
8054	1141.560	-5.037	1141.392
8055	1141.590	-4.983	1141.424
8056	1141.620	-4.970	1141.451
8057	1141.650	-4.944	1141.483
8058	1141.680	-4.914	1141.511
8059	1141.710	-4.852	1141.543
8060	1141.740	-4.759	1141.573
8061	1141.770	-4.586	1141.601
8062	1141.800	-4.375	1141.627
8063	1141.830	-4.088	1141.660
8064	1141.860	-3.861	1141.690
8065	1141.890	-3.670	1141.722
8066	1141.920	-3.344	1141.747
8067	1141.950	-3.113	1141.780
8068	1141.980	-2.747	1141.814
8069	1142.010	-2.378	1141.846
8070	1142.040	-1.919	1141.870
8071	1142.070	-1.427	1141.903
8072	1142.100	-0.973	1141.935
8073	1142.130	-0.555	1141.963
8074	1142.160	-0.208	1141.989
8075	1142.190	0.193	1142.018
8076	1142.220	0.598	1142.052
8077	1142.250	0.975	1142.082
8078	1142.280	1.368	1142.107
8079	1142.310	1.725	1142.141
8080	1142.340	2.033	1142.174
8081	1142.370	2.232	1142.204
8082	1142.400	2.528	1142.230
8083	1142.430	2.903	1142.264
8084	1142.460	3.140	1142.293
8085	1142.490	3.295	1142.321
8086	1142.520	3.533	1142.352
8087	1142.550	3.811	1142.378
8088	1142.580	4.015	1142.410
8089	1142.610	4.058	1142.441
8090	1142.640	4.286	1142.474
8091	1142.670	4.476	1142.499
8092	1142.700	4.560	1142.534
8093	1142.730	4.562	1142.563
8094	1142.760	4.493	1142.590
8095	1142.790	4.569	1142.621
8096	1142.820	4.573	1142.649
8097	1142.850	4.536	1142.679
8098	1142.880	4.454	1142.711
8099	1142.910	4.432	1142.741
8100	1142.940	4.324	1142.772
8101	1142.970	4.117	1142.802
8102	1143.000	3.909	1142.828
8103	1143.030	3.653	1142.863
8104	1143.060	3.519	1142.891
8105	1143.090	3.385	1142.919
8106	1143.120	3.242	1142.946
8107	1143.150	3.130	1142.980
8108	1143.180	3.026	1143.012
8109	1143.210	2.822	1143.040
8110	1143.240	2.576	1143.070
8111	1143.270	2.312	1143.099
8112	1143.300	2.094	1143.129
8113	1143.330	1.896	1143.158
8114	1143.360	1.706	1143.190
8115	1143.390	1.499	1143.223
8116	1143.420	1.199	1143.249
8117	1143.450	0.946	1143.279
8118	1143.480	0.510	1143.310
8119	1143.510	0.045	1143.341
8120	1143.540	-0.271	1143.373
8121	1143.570	-0.538	1143.403
8122	1143.600	-0.763	1143.435
8123	1143.630	-1.035	1143.461
8124	1143.660	-1.350	1143.490
8125	1143.690	-1.819	1143.522
8126	1143.720	-2.379	1143.553
8127	1143.750	-2.812	1143.583
8128	1143.780	-3.194	1143.609
8129	1143.810	-3.383	1143.642
8130	1143.840	-3.535	1143.671
8131	1143.870	-3.746	1143.695
8132	1143.900	-3.875	1143.732
8133	1143.930	-4.121	1143.763
8134	1143.960	-4.391	1143.791
8135	1143.990	-4.657	1143.820
8136	1144.020	-4.713	1143.851
8137	1144.050	-4.766	1143.875
8138	1144.080	-4.592	1143.908
8139	1144.110	-4.436	1143.941
8140	1144.140	-4.455	1143.973
8141	1144.170	-4.392	1144.004
8142	1144.200	-4.449	1144.031
8143	1144.230	-4.480	1144.063
8144	1144.260	-4.402	1144.092
8145	1144.290	-4.259	1144.119
8146	1144.320	-3.962	1144.153
8147	1144.350	-3.641	1144.180
8148	1144.380	-3.470	1144.206
8149	1144.410	-3.385	1144.240
8150	1144.440	-3.329	1144.267
8151	1144.470	-3.190	1144.303
8152	1144.500	-3.041	1144.329
8153	1144.530	-2.736	1144.361
8154	1144.560	-2.337	1144.390
8155	1144.590	-1.982	1144.423
8156	1144.620	-1.649	1144.449
8157	1144.650	-1.504	1144.483
8158	1144.680	-1.338	1144.508
8159	1144.710	-1.125	1144.540
8160	1144.740	-0.905	1144.569
8161	1144.770	-0.584	1144.604
8162	1144.800	-0.244	1144.631
8163	1144.830	0.172	1144.657
8164	1144.860	0.564	1144.691
8165	1144.890	0.799	1144.722
8166	1144.920	1.055	1144.749
8167	1144.950	1.255	1144.785
8168	1144.980	1.541	1144.809
8169	1145.010	1.850	1144.840
8170	1145.040	2.283	1144.872
8171	1145.070	2.767	1144.901
8172	1145.100	3.191	1144.929
8173	1145.130	3.483	1144.959
8174	1145.160	3.700	1144.992
8175	1145.190	3.901	1145.023
8176	1145.220	4.107	1145.051
8177	1145.250	4.409	1145.081
8178	1145.280	4.587	1145.110
8179	1145.310	4.786	1145.139
8180	1145.340	4.941	1145.173
8181	1145.370	5.027	1145.200
8182	1145.400	4.912	1145.233
8183	1145.430	4.867	1145.261
8184	1145.460	4.781	1145.289
8185	1145.490	4.695	1145.318
8186	1145.520	4.658	1145.350
8187	1145.550	4.608	1145.379
8188	1145.580	4.525	1145.415
8189	1145.610	4.391	1145.442
8190	1145.640	4.215	1145.472
8191	1145.670	3.934	1145.502
8192	1145.700	3.636	1145.530
8193	1145.730	3.421	1145.561
8194	1145.760	3.130	1145.590
8195	1145.790	2.903	1145.621
8196	1145.820	2.641	1145.651
8197	1145.850	2.363	1145.686
8198	1145.880	2.057	1145.710
8199	1145.910	1.613	1145.738
8200	1145.940	1.122	1145.770
8201	1145.970	0.754	1145.799
8202	1146.000	0.463	1145.833
8203	1146.030	0.128	1145.861
8204	1146.060	-0.094	1145.889
8205	1146.090	-0.297	1145.920
8206	1146.120	-0.676	1145.947
8207	1146.150	-1.124	1145.985
8208	1146.180	-1.555	1146.014
8209	1146.210	-2.015	1146.042
8210	1146.240	-2.247	1146.074
8211	1146.270	-2.429	1146.100
8212	1146.300	-2.667	1146.132
8213	1146.330	-2.902	1146.162
8214	1146.360	-3.174	1146.189
8215	1146.390	-3.516	1146.220
8216	1146.420	-3.786	1146.255
8217	1146.450	-4.063	1146.279
8218	1146.480	-4.147	1146.309
8219	1146.510	-4.154	1146.342
8220	1146.540	-4.129	1146.376
8221	1146.570	-4.068	1146.403
8222	1146.600	-4.145	1146.429
8223	1146.630	-4.183	1146.464
8224	1146.660	-4.231	1146.492
8225	1146.690	-4.187	1146.519
8226	1146.720	-4.129	1146.551
8227	1146.750	-3.987	1146.583
8228	1146.780	-3.841	1146.612
8229	1146.810	-3.632	1146.642
8230	1146.840	-3.514	1146.672
8231	1146.870	-3.465	1146.704
8232	1146.900	-3.397	1146.730
8233	1146.930	-3.247	1146.768
8234	1146.960	-3.096	1146.790
8235	1146.990	-2.927	1146.820
8236	1147.020	-2.665	1146.850
8237	1147.050	-2.436	1146.884
8238	1147.080	-2.318	1146.912
8239	1147.110	-2.196	1146.944
8240	1147.140	-2.003	1146.969
8241	1147.170	-1.868	1147.000
8242	1147.200	-1.599	1147.028
8243	1147.230	-1.235	1147.058
8244	1147.260	-0.969	1147.088
8245	1147.290	-0.680	1147.124
8246	1147.320	-0.425	1147.154
8247	1147.350	-0.263	1147.179
8248	1147.380	0.031	1147.209
8249	1147.410	0.264	1147.242
8250	1147.440	0.532	1147.271
8251	1147.470	0.909	1147.301
8252	1147.500	1.292	1147.332
8253	1147.530	1.623	1147.360
8254	1147.560	1.897	1147.393
8255	1147.590	2.228	1147.419
8256	1147.620	2.466	1147.450
8257	1147.650	2.707	1147.478
8258	1147.680	3.108	1147.510
8259	1147.710	3.382	1147.541
8260	1147.740	3.636	1147.571
8261	1147.770	3.965	1147.605
8262	1147.800	4.085	1147.632
8263	1147.830	4.268	1147.661
8264	1147.860	4.313	1147.689
8265	1147.890	4.336	1147.722
8266	1147.920	4.313	1147.751
8267	1147.950	4.296	1147.778
8268	1147.980	4.230	1147.810
8269	1148.010	4.070	1147.840
8270	1148.040	3.881	1147.867
8271	1148.070	3.726	1147.899
8272	1148.100	3.501	1147.931
8273	1148.130	3.279	1147.962
8274	1148.160	3.045	1147.995
8275	1148.190	2.875	1148.019
8276	1148.220	2.684	1148.051
8277	1148.250	2.532	1148.080
8278	1148.280	2.394	1148.107
8279	1148.310	2.235	1148.147
8280	1148.340	2.011	1148.172
8281	1148.370	1.844	1148.199
8282	1148.400	1.633	1148.228
8283	1148.430	1.446	1148.259
8284	1148.460	1.297	1148.290
8285	1148.490	1.147	1148.323
8286	1148.520	0.993	1148.347
8287	1148.550	0.750	1148.381
8288	1148.580	0.540	1148.413
8289	1148.610	0.281	1148.443
8290	1148.640	0.048	1148.473
8291	1148.670	-0.175	1148.500
8292	1148.700	-0.376	1148.531
8293	1148.730	-0.562	1148.561
8294	1148.760	-0.803	1148.595
8295	1148.790	-0.979	1148.623
8296	1148.820	-1.234	1148.653
8297	1148.850	-1.528	1148.679
8298	1148.880	-1.858	1148.710
8299	1148.910	-2.046	1148.738
8300	1148.940	-2.223	1148.772
8301	1148.970	-2.499	1148.799
8302	1149.000	-2.674	1148.835
8303	1149.030	-2.842	1148.860
8304	1149.060	-2.951	1148.892
8305	1149.090	-3.167	1148.924
8306	1149.120	-3.290	1148.954
8307	1149.150	-3.416	1148.984
8308	1149.180	-3.529	1149.009
8309	1149.210	-3.522	1149.039
8310	1149.240	-3.557	1149.074
8311	1149.270	-3.528	1149.100
8312	1149.300	-3.530	1149.131
8313	1149.330	-3.591	1149.166
8314	1149.360	-3.631	1149.189
8315	1149.390	-3.553	1149.218
