Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
20055	1202.700	0.137	1202.570
20056	1202.750	0.349	1202.623
20057	1202.800	0.417	1202.672
20058	1202.850	0.495	1202.724
20059	1202.900	0.690	1202.771
20060	1202.950	0.844	1202.821
20061	1203.000	0.984	1202.873
20062	1203.050	1.074	1202.923
20063	1203.100	1.151	1202.975
20064	1203.150	1.311	1203.023
20065	1203.200	1.414	1203.074
20066	1203.250	1.348	1203.124
20067	1203.300	1.283	1203.173
20068	1203.350	1.255	1203.224
20069	1203.400	1.340	1203.269
20070	1203.450	1.286	1203.321
20071	1203.500	1.100	1203.374
20072	1203.550	0.932	1203.418
20073	1203.600	0.782	1203.475
20074	1203.650	0.721	1203.520
20075	1203.700	0.579	1203.574
20076	1203.750	0.433	1203.621
20077	1203.800	0.268	1203.674
20078	1203.850	0.212	1203.720
20079	1203.900	0.073	1203.773
20080	1203.950	-0.084	1203.830
20081	1204.000	-0.246	1203.876
20082	1204.050	-0.328	1203.924
20083	1204.100	-0.337	1203.977
20084	1204.150	-0.408	1204.020
20085	1204.200	-0.549	1204.077
20086	1204.250	-0.649	1204.123
20087	1204.300	-0.672	1204.173
20088	1204.350	-0.747	1204.223
20089	1204.400	-0.820	1204.272
20090	1204.450	-0.898	1204.323
20091	1204.500	-0.946	1204.368
20092	1204.550	-0.931	1204.422
20093	1204.600	-0.943	1204.470
20094	1204.650	-0.936	1204.525
20095	1204.700	-0.933	1204.574
20096	1204.750	-0.868	1204.627
20097	1204.800	-0.806	1204.669
20098	1204.850	-0.723	1204.726
20099	1204.900	-0.663	1204.772
20100	1204.950	-0.598	1204.823
20101	1205.000	-0.455	1204.873
20102	1205.050	-0.363	1204.921
20103	1205.100	-0.254	1204.973
20104	1205.150	-0.215	1205.026
20105	1205.200	-0.115	1205.073
20106	1205.250	-0.015	1205.123
20107	1205.300	0.075	1205.177
20108	1205.350	0.172	1205.222
20109	1205.400	0.250	1205.271
20110	1205.450	0.342	1205.322
20111	1205.500	0.422	1205.372
20112	1205.550	0.505	1205.424
20113	1205.600	0.525	1205.474
20114	1205.650	0.559	1205.523
20115	1205.700	0.560	1205.575
20116	1205.750	0.558	1205.623
20117	1205.800	0.562	1205.672
20118	1205.850	0.519	1205.724
20119	1205.900	0.490	1205.770
20120	1205.950	0.433	1205.823
20121	1206.000	0.490	1205.877
20122	1206.050	0.484	1205.927
20123	1206.100	0.458	1205.971
20124	1206.150	0.435	1206.025
20125	1206.200	0.438	1206.075
20126	1206.250	0.443	1206.122
20127	1206.300	0.407	1206.171
20128	1206.350	0.371	1206.221
20129	1206.400	0.388	1206.269
20130	1206.450	0.359	1206.324
20131	1206.500	0.312	1206.373
20132	1206.550	0.278	1206.420
20133	1206.600	0.258	1206.472
20134	1206.650	0.171	1206.518
20135	1206.700	0.076	1206.572
20136	1206.750	0.051	1206.622
20137	1206.800	-0.019	1206.673
20138	1206.850	-0.085	1206.723
20139	1206.900	-0.152	1206.777
20140	1206.950	-0.158	1206.826
20141	1207.000	-0.241	1206.868
20142	1207.050	-0.253	1206.924
20143	1207.100	-0.315	1206.975
20144	1207.150	-0.329	1207.019
20145	1207.200	-0.372	1207.072
20146	1207.250	-0.377	1207.121
20147	1207.300	-0.427	1207.174
20148	1207.350	-0.452	1207.221
20149	1207.400	-0.429	1207.275
20150	1207.450	-0.411	1207.324
20151	1207.500	-0.438	1207.370
20152	1207.550	-0.410	1207.425
20153	1207.600	-0.428	1207.472
20154	1207.650	-0.420	1207.519
20155	1207.700	-0.400	1207.570
20156	1207.750	-0.400	1207.620
20157	1207.800	-0.426	1207.675
20158	1207.850	-0.423	1207.719
20159	1207.900	-0.406	1207.772
20160	1207.950	-0.362	1207.824
20161	1208.000	-0.355	1207.874
20162	1208.050	-0.333	1207.922
20163	1208.100	-0.301	1207.975
20164	1208.150	-0.292	1208.021
20165	1208.200	-0.234	1208.074
20166	1208.250	-0.191	1208.122
20167	1208.300	-0.141	1208.174
20168	1208.350	-0.105	1208.225
20169	1208.400	-0.009	1208.272
20170	1208.450	0.099	1208.324
20171	1208.500	0.206	1208.370
20172	1208.550	0.284	1208.419
20173	1208.600	0.322	1208.468
20174	1208.650	0.404	1208.518
20175	1208.700	0.475	1208.571
20176	1208.750	0.541	1208.623
20177	1208.800	0.617	1208.670
20178	1208.850	0.647	1208.723
20179	1208.900	0.721	1208.774
20180	1208.950	0.733	1208.820
20181	1209.000	0.760	1208.870
20182	1209.050	0.748	1208.918
20183	1209.100	0.683	1208.972
20184	1209.150	0.703	1209.021
20185	1209.200	0.686	1209.074
20186	1209.250	0.634	1209.123
20187	1209.300	0.568	1209.172
20188	1209.350	0.482	1209.220
20189	1209.400	0.408	1209.269
20190	1209.450	0.320	1209.323
20191	1209.500	0.251	1209.370
20192	1209.550	0.151	1209.424
20193	1209.600	0.062	1209.469
20194	1209.650	0.046	1209.520
20195	1209.700	0.019	1209.571
20196	1209.750	-0.068	1209.629
20197	1209.800	-0.135	1209.672
20198	1209.850	-0.124	1209.720
20199	1209.900	-0.212	1209.769
20200	1209.950	-0.231	1209.821
20201	1210.000	-0.361	1209.873
20202	1210.050	-0.423	1209.925
20203	1210.100	-0.469	1209.973
20204	1210.150	-0.555	1210.025
20205	1210.200	-0.687	1210.075
20206	1210.250	-0.763	1210.122
20207	1210.300	-0.836	1210.172
20208	1210.350	-0.836	1210.223
20209	1210.400	-0.904	1210.274
20210	1210.450	-0.923	1210.326
20211	1210.500	-0.973	1210.372
20212	1210.550	-0.937	1210.423
20213	1210.600	-0.851	1210.474
20214	1210.650	-0.772	1210.523
20215	1210.700	-0.737	1210.571
20216	1210.750	-0.697	1210.623
20217	1210.800	-0.574	1210.670
20218	1210.850	-0.517	1210.724
20219	1210.900	-0.450	1210.775
20220	1210.950	-0.397	1210.825
20221	1211.000	-0.264	1210.875
20222	1211.050	-0.070	1210.926
20223	1211.100	0.140	1210.974
20224	1211.150	0.268	1211.024
20225	1211.200	0.347	1211.074
20226	1211.250	0.490	1211.126
20227	1211.300	0.658	1211.175
20228	1211.350	0.779	1211.225
20229	1211.400	0.840	1211.275
20230	1211.450	0.901	1211.326
20231	1211.500	1.017	1211.376
20232	1211.550	1.137	1211.421
20233	1211.600	1.091	1211.471
20234	1211.650	0.968	1211.523
20235	1211.700	0.955	1211.569
20236	1211.750	1.035	1211.623
20237	1211.800	1.107	1211.676
20238	1211.850	1.109	1211.724
20239	1211.900	1.000	1211.773
20240	1211.950	0.954	1211.818
20241	1212.000	0.908	1211.873
20242	1212.050	0.792	1211.922
20243	1212.100	0.562	1211.975
20244	1212.150	0.358	1212.023
20245	1212.200	0.335	1212.073
20246	1212.250	0.314	1212.124
20247	1212.300	0.167	1212.171
20248	1212.350	-0.007	1212.215
20249	1212.400	-0.173	1212.271
20250	1212.450	-0.209	1212.321
20251	1212.500	-0.276	1212.371
20252	1212.550	-0.528	1212.419
20253	1212.600	-0.810	1212.470
20254	1212.650	-0.891	1212.523
20255	1212.700	-0.809	1212.570
20256	1212.750	-0.898	1212.623
20257	1212.800	-1.043	1212.674
20258	1212.850	-1.162	1212.725
20259	1212.900	-1.175	1212.772
20260	1212.950	-1.180	1212.819
20261	1213.000	-1.283	1212.872
20262	1213.050	-1.459	1212.923
20263	1213.100	-1.415	1212.971
20264	1213.150	-1.220	1213.021
20265	1213.200	-1.066	1213.075
20266	1213.250	-1.082	1213.125
20267	1213.300	-1.103	1213.168
20268	1213.350	-0.945	1213.227
20269	1213.400	-0.676	1213.274
20270	1213.450	-0.460	1213.326
20271	1213.500	-0.429	1213.369
20272	1213.550	-0.343	1213.425
20273	1213.600	-0.044	1213.476
20274	1213.650	0.317	1213.521
20275	1213.700	0.403	1213.570
20276	1213.750	0.380	1213.623
20277	1213.800	0.531	1213.673
20278	1213.850	0.766	1213.725
20279	1213.900	0.998	1213.773
20280	1213.950	1.072	1213.825
20281	1214.000	1.178	1213.871
20282	1214.050	1.288	1213.926
20283	1214.100	1.466	1213.974
20284	1214.150	1.535	1214.026
20285	1214.200	1.386	1214.069
20286	1214.250	1.259	1214.124
20287	1214.300	1.248	1214.170
20288	1214.350	1.265	1214.226
20289	1214.400	1.198	1214.274
20290	1214.450	1.046	1214.328
20291	1214.500	0.896	1214.375
20292	1214.550	0.852	1214.428
20293	1214.600	0.833	1214.470
20294	1214.650	0.659	1214.527
20295	1214.700	0.421	1214.572
20296	1214.750	0.331	1214.618
20297	1214.800	0.427	1214.673
20298	1214.850	0.361	1214.719
20299	1214.900	0.167	1214.773
20300	1214.950	-0.084	1214.822
20301	1215.000	-0.172	1214.876
20302	1215.050	-0.349	1214.925
20303	1215.100	-0.571	1214.968
20304	1215.150	-0.914	1215.019
20305	1215.200	-1.074	1215.074
20306	1215.250	-0.989	1215.126
20307	1215.300	-0.967	1215.167
20308	1215.350	-1.211	1215.221
20309	1215.400	-1.325	1215.274
20310	1215.450	-1.280	1215.325
20311	1215.500	-1.180	1215.373
20312	1215.550	-1.204	1215.424
20313	1215.600	-1.245	1215.467
20314	1215.650	-1.342	1215.528
20315	1215.700	-1.258	1215.572
20316	1215.750	-1.070	1215.624
20317	1215.800	-1.035	1215.674
20318	1215.850	-1.108	1215.723
20319	1215.900	-0.968	1215.773
20320	1215.950	-0.753	1215.826
20321	1216.000	-0.646	1215.874
20322	1216.050	-0.591	1215.921
20323	1216.100	-0.527	1215.971
20324	1216.150	-0.357	1216.023
20325	1216.200	-0.055	1216.070
20326	1216.250	0.114	1216.119
20327	1216.300	0.065	1216.167
20328	1216.350	0.110	1216.222
20329	1216.400	0.403	1216.274
20330	1216.450	0.734	1216.319
20331	1216.500	0.891	1216.372
20332	1216.550	1.027	1216.426
20333	1216.600	1.229	1216.469
20334	1216.650	1.525	1216.524
20335	1216.700	1.740	1216.573
20336	1216.750	1.640	1216.618
20337	1216.800	1.569	1216.669
20338	1216.850	1.735	1216.725
20339	1216.900	1.972	1216.764
20340	1216.950	1.948	1216.824
20341	1217.000	1.679	1216.873
20342	1217.050	1.403	1216.924
20343	1217.100	1.236	1216.975
20344	1217.150	1.098	1217.023
20345	1217.200	0.848	1217.073
20346	1217.250	0.470	1217.123
20347	1217.300	0.330	1217.166
20348	1217.350	0.401	1217.219
20349	1217.400	0.336	1217.271
20350	1217.450	-0.121	1217.326
20351	1217.500	-0.590	1217.377
20352	1217.550	-0.765	1217.426
20353	1217.600	-0.848	1217.473
20354	1217.650	-0.882	1217.526
20355	1217.700	-1.150	1217.574
20356	1217.750	-1.301	1217.623
20357	1217.800	-1.175	1217.670
20358	1217.850	-1.155	1217.725
20359	1217.900	-1.371	1217.776
20360	1217.950	-1.578	1217.824
20361	1218.000	-1.521	1217.874
20362	1218.050	-1.250	1217.920
20363	1218.100	-1.078	1217.972
20364	1218.150	-1.072	1218.023
20365	1218.200	-1.054	1218.071
20366	1218.250	-0.931	1218.126
20367	1218.300	-0.628	1218.169
20368	1218.350	-0.546	1218.226
20369	1218.400	-0.748	1218.275
20370	1218.450	-0.847	1218.323
20371	1218.500	-0.711	1218.371
20372	1218.550	-0.492	1218.419
20373	1218.600	-0.448	1218.474
20374	1218.650	-0.401	1218.525
20375	1218.700	-0.367	1218.572
20376	1218.750	-0.127	1218.623
20377	1218.800	0.093	1218.671
20378	1218.850	0.043	1218.725
20379	1218.900	0.012	1218.775
20380	1218.950	0.239	1218.826
20381	1219.000	0.641	1218.875
20382	1219.050	0.947	1218.924
20383	1219.100	1.046	1218.970
20384	1219.150	1.152	1219.024
20385	1219.200	1.356	1219.075
20386	1219.250	1.626	1219.126
20387	1219.300	1.637	1219.172
20388	1219.350	1.336	1219.222
20389	1219.400	1.304	1219.272
20390	1219.450	1.335	1219.323
20391	1219.500	1.321	1219.378
20392	1219.550	1.247	1219.419
20393	1219.600	1.092	1219.473
20394	1219.650	1.051	1219.524
20395	1219.700	1.088	1219.575
20396	1219.750	0.978	1219.624
20397	1219.800	0.598	1219.673
20398	1219.850	0.139	1219.723
20399	1219.900	0.063	1219.775
20400	1219.950	0.194	1219.824
20401	1220.000	0.174	1219.875
20402	1220.050	0.017	1219.924
20403	1220.100	-0.115	1219.975
20404	1220.150	-0.178	1220.021
20405	1220.200	-0.258	1220.069
20406	1220.250	-0.541	1220.123
20407	1220.300	-0.930	1220.171
20408	1220.350	-1.035	1220.223
20409	1220.400	-0.786	1220.275
20410	1220.450	-0.682	1220.321
20411	1220.500	-0.926	1220.373
20412	1220.550	-1.167	1220.424
20413	1220.600	-1.217	1220.473
20414	1220.650	-1.157	1220.524
20415	1220.700	-1.180	1220.575
20416	1220.750	-1.291	1220.622
20417	1220.800	-1.412	1220.676
20418	1220.850	-1.252	1220.720
20419	1220.900	-0.946	1220.772
20420	1220.950	-0.917	1220.820
20421	1221.000	-1.068	1220.874
20422	1221.050	-1.045	1220.922
20423	1221.100	-0.829	1220.972
20424	1221.150	-0.671	1221.027
20425	1221.200	-0.609	1221.074
20426	1221.250	-0.621	1221.122
20427	1221.300	-0.370	1221.173
20428	1221.350	0.099	1221.224
20429	1221.400	0.380	1221.269
20430	1221.450	0.377	1221.322
20431	1221.500	0.405	1221.370
20432	1221.550	0.665	1221.425
20433	1221.600	0.946	1221.472
20434	1221.650	1.020	1221.524
20435	1221.700	1.086	1221.576
20436	1221.750	1.187	1221.624
20437	1221.800	1.377	1221.671
20438	1221.850	1.512	1221.723
20439	1221.900	1.402	1221.775
20440	1221.950	1.179	1221.823
20441	1222.000	1.162	1221.875
20442	1222.050	1.228	1221.924
20443	1222.100	1.106	1221.977
20444	1222.150	0.896	1222.025
20445	1222.200	0.780	1222.073
20446	1222.250	0.761	1222.120
20447	1222.300	0.806	1222.173
20448	1222.350	0.752	1222.228
20449	1222.400	0.455	1222.272
20450	1222.450	0.180	1222.321
20451	1222.500	0.113	1222.373
20452	1222.550	0.074	1222.428
20453	1222.600	-0.107	1222.472
20454	1222.650	-0.307	1222.527
20455	1222.700	-0.363	1222.571
20456	1222.750	-0.362	1222.620
20457	1222.800	-0.421	1222.675
20458	1222.850	-0.603	1222.719
20459	1222.900	-0.752	1222.772
20460	1222.950	-0.796	1222.819
20461	1223.000	-0.714	1222.878
20462	1223.050	-0.720	1222.926
20463	1223.100	-0.829	1222.972
20464	1223.150	-0.911	1223.022
20465	1223.200	-0.865	1223.070
20466	1223.250	-0.791	1223.121
20467	1223.300	-0.856	1223.172
20468	1223.350	-0.942	1223.221
20469	1223.400	-0.920	1223.272
20470	1223.450	-0.833	1223.320
20471	1223.500	-0.847	1223.377
20472	1223.550	-0.849	1223.419
20473	1223.600	-0.839	1223.474
20474	1223.650	-0.640	1223.525
20475	1223.700	-0.415	1223.573
20476	1223.750	-0.322	1223.623
20477	1223.800	-0.297	1223.676
20478	1223.850	-0.214	1223.722
20479	1223.900	-0.043	1223.772
20480	1223.950	0.017	1223.820
20481	1224.000	0.067	1223.872
20482	1224.050	0.088	1223.923
20483	1224.100	0.193	1223.971
20484	1224.150	0.360	1224.022
20485	1224.200	0.460	1224.074
20486	1224.250	0.455	1224.124
20487	1224.300	0.492	1224.174
20488	1224.350	0.607	1224.224
20489	1224.400	0.705	1224.269
20490	1224.450	0.758	1224.322
20491	1224.500	0.792	1224.373
20492	1224.550	0.897	1224.423
20493	1224.600	1.018	1224.475
20494	1224.650	1.089	1224.522
20495	1224.700	1.062	1224.573
20496	1224.750	0.943	1224.623
20497	1224.800	0.925	1224.673
20498	1224.850	0.894	1224.721
20499	1224.900	0.862	1224.769
20500	1224.950	0.729	1224.821
20501	1225.000	0.621	1224.869
20502	1225.050	0.519	1224.921
20503	1225.100	0.448	1224.970
20504	1225.150	0.334	1225.025
20505	1225.200	0.141	1225.071
20506	1225.250	-0.057	1225.124
20507	1225.300	-0.166	1225.172
20508	1225.350	-0.273	1225.223
20509	1225.400	-0.374	1225.271
20510	1225.450	-0.478	1225.326
20511	1225.500	-0.523	1225.374
20512	1225.550	-0.546	1225.423
20513	1225.600	-0.623	1225.478
20514	1225.650	-0.771	1225.523
20515	1225.700	-0.897	1225.575
20516	1225.750	-0.942	1225.626
20517	1225.800	-0.925	1225.676
20518	1225.850	-0.898	1225.723
20519	1225.900	-0.916	1225.778
20520	1225.950	-0.843	1225.826
20521	1226.000	-0.749	1225.873
20522	1226.050	-0.695	1225.923
20523	1226.100	-0.662	1225.973
20524	1226.150	-0.678	1226.020
20525	1226.200	-0.594	1226.071
20526	1226.250	-0.446	1226.121
20527	1226.300	-0.306	1226.176
20528	1226.350	-0.207	1226.224
20529	1226.400	-0.117	1226.271
20530	1226.450	-0.039	1226.322
20531	1226.500	0.066	1226.373
20532	1226.550	0.086	1226.423
20533	1226.600	0.140	1226.473
20534	1226.650	0.157	1226.522
20535	1226.700	0.252	1226.572
20536	1226.750	0.309	1226.619
20537	1226.800	0.357	1226.671
20538	1226.850	0.396	1226.721
20539	1226.900	0.430	1226.773
20540	1226.950	0.454	1226.824
20541	1227.000	0.454	1226.872
20542	1227.050	0.514	1226.922
20543	1227.100	0.464	1226.973
20544	1227.150	0.462	1227.024
20545	1227.200	0.528	1227.071
20546	1227.250	0.541	1227.122
20547	1227.300	0.566	1227.176
20548	1227.350	0.533	1227.223
20549	1227.400	0.498	1227.277
20550	1227.450	0.520	1227.325
20551	1227.500	0.447	1227.372
20552	1227.550	0.400	1227.423
20553	1227.600	0.336	1227.470
20554	1227.650	0.294	1227.523
20555	1227.700	0.251	1227.575
20556	1227.750	0.178	1227.632
20557	1227.800	0.204	1227.675
20558	1227.850	0.164	1227.729
20559	1227.900	0.109	1227.771
20560	1227.950	0.086	1227.822
20561	1228.000	0.022	1227.870
20562	1228.050	-0.069	1227.924
20563	1228.100	-0.108	1227.971
20564	1228.150	-0.121	1228.024
20565	1228.200	-0.180	1228.074
20566	1228.250	-0.203	1228.125
20567	1228.300	-0.210	1228.172
20568	1228.350	-0.228	1228.220
20569	1228.400	-0.284	1228.271
20570	1228.450	-0.311	1228.319
20571	1228.500	-0.320	1228.369
20572	1228.550	-0.382	1228.424
20573	1228.600	-0.393	1228.477
20574	1228.650	-0.402	1228.526
20575	1228.700	-0.405	1228.577
20576	1228.750	-0.381	1228.623
20577	1228.800	-0.376	1228.678
20578	1228.850	-0.408	1228.722
20579	1228.900	-0.422	1228.779
20580	1228.950	-0.419	1228.827
20581	1229.000	-0.433	1228.870
20582	1229.050	-0.446	1228.926
20583	1229.100	-0.409	1228.973
20584	1229.150	-0.414	1229.023
20585	1229.200	-0.356	1229.072
20586	1229.250	-0.350	1229.120
20587	1229.300	-0.318	1229.173
20588	1229.350	-0.323	1229.224
20589	1229.400	-0.286	1229.273
20590	1229.450	-0.230	1229.323
20591	1229.500	-0.193	1229.378
20592	1229.550	-0.124	1229.427
20593	1229.600	-0.058	1229.473
20594	1229.650	0.027	1229.520
20595	1229.700	0.124	1229.576
20596	1229.750	0.219	1229.621
20597	1229.800	0.266	1229.670
20598	1229.850	0.350	1229.724
20599	1229.900	0.418	1229.777
20600	1229.950	0.512	1229.822
20601	1230.000	0.572	1229.871
20602	1230.050	0.586	1229.921
20603	1230.100	0.668	1229.973
20604	1230.150	0.747	1230.019
20605	1230.200	0.738	1230.069
20606	1230.250	0.731	1230.120
20607	1230.300	0.701	1230.172
20608	1230.350	0.684	1230.222
20609	1230.400	0.632	1230.272
20610	1230.450	0.589	1230.323
20611	1230.500	0.488	1230.372
20612	1230.550	0.441	1230.424
20613	1230.600	0.396	1230.469
20614	1230.650	0.421	1230.522
20615	1230.700	0.366	1230.572
20616	1230.750	0.208	1230.623
20617	1230.800	0.108	1230.671
20618	1230.850	0.046	1230.718
20619	1230.900	0.024	1230.770
20620	1230.950	-0.057	1230.819
20621	1231.000	-0.166	1230.878
20622	1231.050	-0.200	1230.923
20623	1231.100	-0.224	1230.973
20624	1231.150	-0.296	1231.024
20625	1231.200	-0.362	1231.075
20626	1231.250	-0.475	1231.120
20627	1231.300	-0.498	1231.174
20628	1231.350	-0.514	1231.221
20629	1231.400	-0.539	1231.277
20630	1231.450	-0.614	1231.324
20631	1231.500	-0.639	1231.376
20632	1231.550	-0.631	1231.423
20633	1231.600	-0.588	1231.477
20634	1231.650	-0.571	1231.525
20635	1231.700	-0.676	1231.577
20636	1231.750	-0.674	1231.617
20637	1231.800	-0.701	1231.672
20638	1231.850	-0.671	1231.724
20639	1231.900	-0.681	1231.769
20640	1231.950	-0.729	1231.822
20641	1232.000	-0.637	1231.872
20642	1232.050	-0.507	1231.924
20643	1232.100	-0.488	1231.973
20644	1232.150	-0.481	1232.023
20645	1232.200	-0.421	1232.073
20646	1232.250	-0.291	1232.122
20647	1232.300	-0.199	1232.170
20648	1232.350	-0.157	1232.224
20649	1232.400	-0.088	1232.271
20650	1232.450	0.072	1232.322
20651	1232.500	0.244	1232.370
20652	1232.550	0.408	1232.423
20653	1232.600	0.488	1232.473
20654	1232.650	0.554	1232.524
20655	1232.700	0.726	1232.573
20656	1232.750	0.862	1232.625
20657	1232.800	0.950	1232.674
20658	1232.850	0.959	1232.724
20659	1232.900	1.002	1232.769
20660	1232.950	1.180	1232.821
20661	1233.000	1.301	1232.874
20662	1233.050	1.291	1232.920
20663	1233.100	1.230	1232.972
20664	1233.150	1.198	1233.027
20665	1233.200	1.241	1233.075
20666	1233.250	1.162	1233.123
20667	1233.300	0.966	1233.171
20668	1233.350	0.726	1233.222
20669	1233.400	0.676	1233.276
20670	1233.450	0.669	1233.319
20671	1233.500	0.512	1233.371
20672	1233.550	0.212	1233.420
20673	1233.600	-0.068	1233.475
20674	1233.650	-0.176	1233.528
20675	1233.700	-0.285	1233.574
20676	1233.750	-0.506	1233.621
20677	1233.800	-0.819	1233.677
20678	1233.850	-0.927	1233.724
20679	1233.900	-0.809	1233.771
20680	1233.950	-0.876	1233.824
20681	1234.000	-1.137	1233.871
20682	1234.050	-1.399	1233.921
20683	1234.100	-1.490	1233.972
20684	1234.150	-1.469	1234.025
20685	1234.200	-1.491	1234.075
20686	1234.250	-1.606	1234.125
20687	1234.300	-1.519	1234.171
20688	1234.350	-1.255	1234.225
20689	1234.400	-1.017	1234.271
20690	1234.450	-1.207	1234.324
20691	1234.500	-1.324	1234.372
20692	1234.550	-1.114	1234.419
20693	1234.600	-0.729	1234.477
20694	1234.650	-0.440	1234.524
20695	1234.700	-0.293	1234.573
20696	1234.750	-0.249	1234.621
20697	1234.800	-0.080	1234.675
20698	1234.850	0.196	1234.723
20699	1234.900	0.352	1234.773
20700	1234.950	0.350	1234.819
20701	1235.000	0.539	1234.874
20702	1235.050	0.850	1234.921
20703	1235.100	1.075	1234.975
20704	1235.150	1.051	1235.023
20705	1235.200	0.929	1235.072
20706	1235.250	0.969	1235.123
20707	1235.300	1.183	1235.174
20708	1235.350	1.348	1235.225
20709	1235.400	1.290	1235.272
20710	1235.450	1.130	1235.322
20711	1235.500	1.171	1235.373
20712	1235.550	1.299	1235.424
20713	1235.600	1.262	1235.470
20714	1235.650	1.066	1235.523
20715	1235.700	0.953	1235.574
20716	1235.750	0.970	1235.625
20717	1235.800	1.064	1235.673
20718	1235.850	0.999	1235.723
20719	1235.900	0.680	1235.774
20720	1235.950	0.477	1235.823
20721	1236.000	0.512	1235.876
20722	1236.050	0.522	1235.921
20723	1236.100	0.205	1235.969
20724	1236.150	-0.070	1236.023
20725	1236.200	-0.196	1236.076
20726	1236.250	-0.232	1236.121
20727	1236.300	-0.301	1236.172
20728	1236.350	-0.474	1236.229
20729	1236.400	-0.772	1236.271
20730	1236.450	-0.819	1236.320
20731	1236.500	-0.820	1236.371
20732	1236.550	-0.960	1236.424
20733	1236.600	-1.285	1236.472
20734	1236.650	-1.460	1236.524
20735	1236.700	-1.344	1236.572
20736	1236.750	-1.261	1236.623
20737	1236.800	-1.177	1236.673
20738	1236.850	-1.331	1236.727
20739	1236.900	-1.427	1236.773
20740	1236.950	-1.253	1236.821
20741	1237.000	-1.136	1236.873
20742	1237.050	-1.238	1236.927
20743	1237.100	-1.252	1236.975
20744	1237.150	-0.974	1237.021
20745	1237.200	-0.646	1237.070
20746	1237.250	-0.587	1237.121
20747	1237.300	-0.506	1237.173
20748	1237.350	-0.498	1237.224
20749	1237.400	-0.355	1237.274
20750	1237.450	-0.090	1237.327
20751	1237.500	-0.005	1237.375
20752	1237.550	-0.016	1237.423
20753	1237.600	0.147	1237.470
20754	1237.650	0.480	1237.520
20755	1237.700	0.754	1237.572
20756	1237.750	0.760	1237.626
20757	1237.800	0.860	1237.668
20758	1237.850	0.996	1237.724
20759	1237.900	1.256	1237.775
20760	1237.950	1.434	1237.823
20761	1238.000	1.432	1237.869
20762	1238.050	1.469	1237.927
20763	1238.100	1.782	1237.975
20764	1238.150	1.998	1238.023
20765	1238.200	1.796	1238.070
20766	1238.250	1.508	1238.126
20767	1238.300	1.412	1238.170
20768	1238.350	1.474	1238.222
20769	1238.400	1.433	1238.271
20770	1238.450	1.126	1238.326
20771	1238.500	0.689	1238.373
20772	1238.550	0.524	1238.420
20773	1238.600	0.468	1238.474
20774	1238.650	0.225	1238.522
20775	1238.700	-0.164	1238.572
20776	1238.750	-0.358	1238.620
20777	1238.800	-0.306	1238.674
20778	1238.850	-0.372	1238.723
20779	1238.900	-0.567	1238.772
20780	1238.950	-0.922	1238.825
20781	1239.000	-0.994	1238.875
20782	1239.050	-0.814	1238.924
20783	1239.100	-0.849	1238.974
20784	1239.150	-1.056	1239.026
20785	1239.200	-1.348	1239.073
20786	1239.250	-1.443	1239.122
20787	1239.300	-1.314	1239.171
20788	1239.350	-1.334	1239.224
20789	1239.400	-1.445	1239.273
20790	1239.450	-1.494	1239.322
20791	1239.500	-1.236	1239.371
20792	1239.550	-0.952	1239.420
20793	1239.600	-1.040	1239.474
20794	1239.650	-1.251	1239.527
20795	1239.700	-1.205	1239.568
20796	1239.750	-1.020	1239.626
20797	1239.800	-0.755	1239.671
20798	1239.850	-0.671	1239.723
20799	1239.900	-0.723	1239.773
20800	1239.950	-0.620	1239.824
20801	1240.000	-0.300	1239.869
20802	1240.050	-0.050	1239.925
20803	1240.100	-0.151	1239.970
20804	1240.150	-0.195	1240.026
20805	1240.200	0.099	1240.072
20806	1240.250	0.498	1240.122
20807	1240.300	0.718	1240.172
20808	1240.350	0.655	1240.223
20809	1240.400	0.747	1240.270
20810	1240.450	1.083	1240.323
20811	1240.500	1.444	1240.374
20812	1240.550	1.411	1240.422
20813	1240.600	1.189	1240.474
20814	1240.650	1.347	1240.522
20815	1240.700	1.727	1240.571
20816	1240.750	1.934	1240.622
20817	1240.800	1.745	1240.676
20818	1240.850	1.590	1240.724
20819	1240.900	1.710	1240.775
20820	1240.950	1.854	1240.820
20821	1241.000	1.653	1240.877
20822	1241.050	1.189	1240.925
20823	1241.100	0.749	1240.966
20824	1241.150	0.818	1241.021
20825	1241.200	0.970	1241.072
20826	1241.250	0.756	1241.123
20827	1241.300	0.331	1241.171
20828	1241.350	0.092	1241.221
20829	1241.400	-0.010	1241.272
20830	1241.450	-0.185	1241.323
20831	1241.500	-0.557	1241.372
20832	1241.550	-0.960	1241.427
20833	1241.600	-1.090	1241.473
20834	1241.650	-0.851	1241.524
20835	1241.700	-0.877	1241.572
20836	1241.750	-1.228	1241.623
20837	1241.800	-1.560	1241.670
20838	1241.850	-1.578	1241.720
20839	1241.900	-1.562	1241.769
20840	1241.950	-1.666	1241.827
20841	1242.000	-1.927	1241.875
20842	1242.050	-2.021	1241.926
20843	1242.100	-1.645	1241.975
20844	1242.150	-1.333	1242.019
20845	1242.200	-1.491	1242.075
20846	1242.250	-1.794	1242.118
20847	1242.300	-1.620	1242.173
20848	1242.350	-1.373	1242.220
20849	1242.400	-1.232	1242.270
20850	1242.450	-1.263	1242.326
