#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
8499	1154.910	0.548	1154.743
8500	1154.940	0.482	1154.769
8501	1154.970	0.388	1154.799
8502	1155.000	0.288	1154.834
8503	1155.030	0.261	1154.863
8504	1155.060	0.145	1154.892
8505	1155.090	-0.012	1154.918
8506	1155.120	-0.084	1154.954
8507	1155.150	-0.189	1154.976
8508	1155.180	-0.324	1155.011
8509	1155.210	-0.439	1155.041
8510	1155.240	-0.504	1155.071
8511	1155.270	-0.613	1155.101
8512	1155.300	-0.705	1155.133
8513	1155.330	-0.817	1155.160
8514	1155.360	-0.881	1155.196
8515	1155.390	-0.995	1155.221
8516	1155.420	-1.023	1155.252
8517	1155.450	-1.066	1155.282
8518	1155.480	-1.145	1155.312
8519	1155.510	-1.140	1155.341
8520	1155.540	-1.193	1155.370
8521	1155.570	-1.155	1155.401
8522	1155.600	-1.178	1155.432
8523	1155.630	-1.210	1155.458
8524	1155.660	-1.248	1155.494
8525	1155.690	-1.281	1155.523
8526	1155.720	-1.236	1155.553
8527	1155.750	-1.199	1155.584
8528	1155.780	-1.145	1155.610
8529	1155.810	-1.161	1155.642
8530	1155.840	-1.117	1155.674
8531	1155.870	-1.047	1155.693
8532	1155.900	-1.024	1155.727
8533	1155.930	-0.998	1155.762
8534	1155.960	-0.909	1155.788
8535	1155.990	-0.840	1155.822
8536	1156.020	-0.804	1155.850
8537	1156.050	-0.778	1155.883
8538	1156.080	-0.666	1155.910
8539	1156.110	-0.631	1155.937
8540	1156.140	-0.603	1155.972
8541	1156.170	-0.508	1156.000
8542	1156.200	-0.352	1156.032
8543	1156.230	-0.267	1156.065
8544	1156.260	-0.214	1156.091
8545	1156.290	-0.097	1156.118
8546	1156.320	0.047	1156.149
8547	1156.350	0.084	1156.185
8548	1156.380	0.178	1156.206
8549	1156.410	0.262	1156.239
8550	1156.440	0.391	1156.268
8551	1156.470	0.433	1156.301
8552	1156.500	0.503	1156.333
8553	1156.530	0.483	1156.361
8554	1156.560	0.569	1156.393
8555	1156.590	0.643	1156.423
8556	1156.620	0.718	1156.452
8557	1156.650	0.733	1156.486
8558	1156.680	0.829	1156.514
8559	1156.710	0.885	1156.543
8560	1156.740	0.862	1156.573
8561	1156.770	0.925	1156.603
8562	1156.800	0.962	1156.633
8563	1156.830	1.008	1156.665
8564	1156.860	1.004	1156.688
8565	1156.890	1.012	1156.718
8566	1156.920	1.061	1156.753
8567	1156.950	1.086	1156.779
8568	1156.980	1.057	1156.805
8569	1157.010	1.073	1156.841
8570	1157.040	1.038	1156.871
8571	1157.070	1.073	1156.898
8572	1157.100	1.051	1156.930
8573	1157.130	1.022	1156.961
8574	1157.160	0.953	1156.994
8575	1157.190	0.885	1157.020
8576	1157.220	0.787	1157.052
8577	1157.250	0.766	1157.084
8578	1157.280	0.705	1157.108
8579	1157.310	0.588	1157.139
8580	1157.340	0.544	1157.170
8581	1157.370	0.435	1157.200
8582	1157.400	0.407	1157.228
8583	1157.430	0.275	1157.258
8584	1157.460	0.263	1157.293
8585	1157.490	0.130	1157.321
8586	1157.520	0.061	1157.355
8587	1157.550	-0.050	1157.379
8588	1157.580	-0.105	1157.412
8589	1157.610	-0.199	1157.440
8590	1157.640	-0.207	1157.476
8591	1157.670	-0.330	1157.506
8592	1157.700	-0.407	1157.531
8593	1157.730	-0.452	1157.566
8594	1157.760	-0.490	1157.589
8595	1157.790	-0.576	1157.621
8596	1157.820	-0.569	1157.650
8597	1157.850	-0.630	1157.677
8598	1157.880	-0.659	1157.708
8599	1157.910	-0.713	1157.740
8600	1157.940	-0.719	1157.773
8601	1157.970	-0.699	1157.802
8602	1158.000	-0.764	1157.827
8603	1158.030	-0.765	1157.862
8604	1158.060	-0.749	1157.890
8605	1158.090	-0.809	1157.924
8606	1158.120	-0.804	1157.953
8607	1158.150	-0.819	1157.981
8608	1158.180	-0.754	1158.015
8609	1158.210	-0.753	1158.041
8610	1158.240	-0.788	1158.072
8611	1158.270	-0.763	1158.098
8612	1158.300	-0.734	1158.134
8613	1158.330	-0.731	1158.158
8614	1158.360	-0.644	1158.189
8615	1158.390	-0.673	1158.221
8616	1158.420	-0.612	1158.250
8617	1158.450	-0.563	1158.280
8618	1158.480	-0.519	1158.311
8619	1158.510	-0.418	1158.339
8620	1158.540	-0.379	1158.370
8621	1158.570	-0.313	1158.399
8622	1158.600	-0.291	1158.432
8623	1158.630	-0.213	1158.463
8624	1158.660	-0.171	1158.490
8625	1158.690	-0.092	1158.523
8626	1158.720	-0.026	1158.550
8627	1158.750	0.053	1158.579
8628	1158.780	0.135	1158.610
8629	1158.810	0.239	1158.642
8630	1158.840	0.197	1158.671
8631	1158.870	0.266	1158.703
8632	1158.900	0.305	1158.730
8633	1158.930	0.359	1158.760
8634	1158.960	0.456	1158.794
8635	1158.990	0.396	1158.821
8636	1159.020	0.429	1158.850
8637	1159.050	0.466	1158.884
8638	1159.080	0.512	1158.908
8639	1159.110	0.509	1158.941
8640	1159.140	0.474	1158.973
8641	1159.170	0.505	1159.004
8642	1159.200	0.519	1159.029
8643	1159.230	0.452	1159.061
8644	1159.260	0.454	1159.090
8645	1159.290	0.450	1159.124
8646	1159.320	0.478	1159.149
8647	1159.350	0.427	1159.180
8648	1159.380	0.370	1159.212
8649	1159.410	0.405	1159.236
8650	1159.440	0.431	1159.271
8651	1159.470	0.380	1159.295
8652	1159.500	0.340	1159.329
8653	1159.530	0.278	1159.367
8654	1159.560	0.271	1159.388
8655	1159.590	0.294	1159.422
8656	1159.620	0.242	1159.451
8657	1159.650	0.254	1159.484
8658	1159.680	0.213	1159.511
8659	1159.710	0.160	1159.538
8660	1159.740	0.114	1159.571
8661	1159.770	0.110	1159.602
8662	1159.800	0.101	1159.626
8663	1159.830	0.115	1159.659
8664	1159.860	0.076	1159.692
8665	1159.890	0.021	1159.724
8666	1159.920	0.016	1159.751
8667	1159.950	0.045	1159.781
8668	1159.980	-0.023	1159.810
8669	1160.010	-0.014	1159.837
8670	1160.040	-0.058	1159.868
8671	1160.070	-0.118	1159.907
8672	1160.100	-0.059	1159.931
8673	1160.130	-0.077	1159.961
8674	1160.160	-0.054	1159.991
8675	1160.190	-0.162	1160.018
8676	1160.220	-0.137	1160.050
8677	1160.250	-0.098	1160.081
8678	1160.280	-0.082	1160.110
8679	1160.310	-0.112	1160.144
8680	1160.340	-0.159	1160.166
8681	1160.370	-0.151	1160.201
8682	1160.400	-0.113	1160.231
8683	1160.430	-0.139	1160.260
8684	1160.460	-0.124	1160.290
8685	1160.490	-0.098	1160.321
8686	1160.520	-0.152	1160.350
8687	1160.550	-0.107	1160.383
8688	1160.580	-0.124	1160.409
8689	1160.610	-0.120	1160.444
8690	1160.640	-0.093	1160.470
8691	1160.670	-0.125	1160.505
8692	1160.700	-0.152	1160.533
8693	1160.730	-0.121	1160.561
8694	1160.760	-0.068	1160.593
8695	1160.790	-0.095	1160.621
8696	1160.820	-0.115	1160.656
8697	1160.850	-0.093	1160.681
8698	1160.880	-0.112	1160.715
8699	1160.910	-0.088	1160.738
8700	1160.940	-0.131	1160.769
8701	1160.970	-0.079	1160.801
8702	1161.000	-0.111	1160.829
8703	1161.030	-0.078	1160.860
8704	1161.060	-0.123	1160.890
8705	1161.090	-0.057	1160.921
8706	1161.120	-0.067	1160.945
8707	1161.150	-0.129	1160.977
8708	1161.180	-0.068	1161.012
8709	1161.210	-0.100	1161.043
8710	1161.240	-0.019	1161.070
8711	1161.270	-0.063	1161.100
8712	1161.300	-0.029	1161.133
8713	1161.330	-0.050	1161.161
8714	1161.360	-0.024	1161.189
8715	1161.390	-0.062	1161.217
8716	1161.420	-0.054	1161.251
8717	1161.450	-0.036	1161.278
8718	1161.480	-0.063	1161.311
8719	1161.510	-0.030	1161.341
8720	1161.540	-0.021	1161.371
8721	1161.570	-0.013	1161.397
8722	1161.600	-0.027	1161.432
8723	1161.630	-0.054	1161.460
8724	1161.660	-0.064	1161.496
8725	1161.690	0.003	1161.519
8726	1161.720	-0.032	1161.549
8727	1161.750	0.024	1161.581
8728	1161.780	0.040	1161.611
8729	1161.810	0.013	1161.641
8730	1161.840	0.047	1161.670
8731	1161.870	0.005	1161.702
8732	1161.900	0.009	1161.729
8733	1161.930	-0.033	1161.763
8734	1161.960	-0.021	1161.792
8735	1161.990	0.061	1161.820
8736	1162.020	0.041	1161.853
8737	1162.050	0.062	1161.880
8738	1162.080	0.036	1161.909
8739	1162.110	0.028	1161.945
8740	1162.140	0.018	1161.971
8741	1162.170	0.036	1162.000
8742	1162.200	0.030	1162.033
8743	1162.230	0.031	1162.061
8744	1162.260	-0.048	1162.088
8745	1162.290	0.047	1162.122
8746	1162.320	0.023	1162.152
8747	1162.350	0.054	1162.181
8748	1162.380	0.047	1162.210
8749	1162.410	0.069	1162.242
8750	1162.440	0.058	1162.268
8751	1162.470	0.019	1162.302
8752	1162.500	0.040	1162.330
8753	1162.530	0.030	1162.364
8754	1162.560	0.034	1162.391
8755	1162.590	0.059	1162.422
8756	1162.620	0.036	1162.451
8757	1162.650	0.059	1162.480
8758	1162.680	0.047	1162.514
8759	1162.710	0.066	1162.543
8760	1162.740	0.067	1162.571
8761	1162.770	0.060	1162.600
8762	1162.800	0.040	1162.631
8763	1162.830	0.064	1162.660
8764	1162.860	0.015	1162.691
8765	1162.890	0.024	1162.722
8766	1162.920	0.087	1162.751
8767	1162.950	0.039	1162.778
8768	1162.980	0.045	1162.815
8769	1163.010	0.048	1162.841
8770	1163.040	0.063	1162.870
8771	1163.070	0.064	1162.901
8772	1163.100	0.062	1162.931
8773	1163.130	-0.015	1162.959
8774	1163.160	0.032	1162.991
8775	1163.190	0.087	1163.016
8776	1163.220	0.074	1163.051
8777	1163.250	0.100	1163.078
8778	1163.280	0.079	1163.116
8779	1163.310	0.046	1163.136
8780	1163.340	0.029	1163.173
8781	1163.370	0.010	1163.201
8782	1163.400	0.084	1163.229
8783	1163.430	0.110	1163.264
8784	1163.460	0.021	1163.291
8785	1163.490	0.051	1163.322
8786	1163.520	0.058	1163.351
8787	1163.550	0.078	1163.385
8788	1163.580	0.072	1163.414
8789	1163.610	0.089	1163.443
8790	1163.640	0.031	1163.468
8791	1163.670	0.082	1163.496
8792	1163.700	0.084	1163.530
8793	1163.730	0.073	1163.562
8794	1163.760	0.080	1163.592
8795	1163.790	0.022	1163.623
8796	1163.820	0.044	1163.652
8797	1163.850	0.056	1163.681
8798	1163.880	0.054	1163.710
8799	1163.910	0.046	1163.739
8800	1163.940	0.067	1163.770
8801	1163.970	0.040	1163.802
8802	1164.000	0.033	1163.833
8803	1164.030	0.023	1163.857
8804	1164.060	0.050	1163.890
8805	1164.090	-0.003	1163.919
8806	1164.120	-0.012	1163.953
8807	1164.150	0.037	1163.980
8808	1164.180	0.010	1164.012
8809	1164.210	-0.002	1164.045
8810	1164.240	-0.027	1164.072
8811	1164.270	0.016	1164.101
8812	1164.300	-0.005	1164.127
8813	1164.330	-0.087	1164.159
8814	1164.360	-0.068	1164.192
8815	1164.390	-0.111	1164.222
8816	1164.420	-0.086	1164.247
8817	1164.450	-0.142	1164.282
8818	1164.480	-0.085	1164.312
8819	1164.510	-0.115	1164.341
8820	1164.540	-0.143	1164.367
8821	1164.570	-0.159	1164.401
8822	1164.600	-0.192	1164.430
8823	1164.630	-0.194	1164.459
8824	1164.660	-0.238	1164.493
8825	1164.690	-0.223	1164.520
8826	1164.720	-0.277	1164.550
8827	1164.750	-0.238	1164.577
8828	1164.780	-0.239	1164.609
8829	1164.810	-0.207	1164.640
8830	1164.840	-0.274	1164.673
8831	1164.870	-0.333	1164.701
8832	1164.900	-0.334	1164.730
8833	1164.930	-0.319	1164.763
8834	1164.960	-0.303	1164.790
8835	1164.990	-0.330	1164.817
8836	1165.020	-0.331	1164.850
8837	1165.050	-0.342	1164.881
8838	1165.080	-0.388	1164.915
8839	1165.110	-0.335	1164.941
8840	1165.140	-0.344	1164.973
8841	1165.170	-0.284	1165.005
8842	1165.200	-0.300	1165.027
8843	1165.230	-0.304	1165.066
8844	1165.260	-0.246	1165.085
8845	1165.290	-0.271	1165.117
8846	1165.320	-0.238	1165.153
8847	1165.350	-0.236	1165.182
8848	1165.380	-0.174	1165.209
8849	1165.410	-0.140	1165.243
8850	1165.440	-0.168	1165.274
8851	1165.470	-0.100	1165.303
8852	1165.500	-0.088	1165.333
8853	1165.530	-0.083	1165.364
8854	1165.560	-0.032	1165.392
8855	1165.590	0.025	1165.421
8856	1165.620	0.114	1165.450
8857	1165.650	0.094	1165.478
8858	1165.680	0.143	1165.513
8859	1165.710	0.175	1165.543
8860	1165.740	0.233	1165.571
8861	1165.770	0.314	1165.599
8862	1165.800	0.424	1165.629
8863	1165.830	0.410	1165.664
8864	1165.860	0.514	1165.692
8865	1165.890	0.527	1165.717
8866	1165.920	0.620	1165.749
8867	1165.950	0.688	1165.778
8868	1165.980	0.711	1165.808
8869	1166.010	0.725	1165.848
8870	1166.040	0.747	1165.869
8871	1166.070	0.831	1165.903
8872	1166.100	0.795	1165.931
8873	1166.130	0.839	1165.962
8874	1166.160	0.835	1165.988
8875	1166.190	0.874	1166.019
8876	1166.220	0.859	1166.051
8877	1166.250	0.806	1166.083
8878	1166.280	0.801	1166.109
8879	1166.310	0.760	1166.140
8880	1166.340	0.742	1166.170
8881	1166.370	0.672	1166.197
8882	1166.400	0.665	1166.231
8883	1166.430	0.608	1166.260
8884	1166.460	0.558	1166.292
8885	1166.490	0.546	1166.323
8886	1166.520	0.464	1166.352
8887	1166.550	0.403	1166.385
8888	1166.580	0.313	1166.409
8889	1166.610	0.277	1166.438
8890	1166.640	0.201	1166.471
8891	1166.670	0.160	1166.500
8892	1166.700	0.081	1166.532
8893	1166.730	-0.035	1166.561
8894	1166.760	-0.101	1166.590
8895	1166.790	-0.204	1166.618
8896	1166.820	-0.282	1166.652
8897	1166.850	-0.336	1166.682
8898	1166.880	-0.414	1166.715
8899	1166.910	-0.483	1166.743
8900	1166.940	-0.511	1166.768
8901	1166.970	-0.626	1166.802
8902	1167.000	-0.718	1166.829
8903	1167.030	-0.784	1166.861
8904	1167.060	-0.890	1166.893
8905	1167.090	-0.869	1166.921
8906	1167.120	-0.964	1166.950
8907	1167.150	-1.062	1166.980
8908	1167.180	-1.050	1167.019
8909	1167.210	-1.130	1167.041
8910	1167.240	-1.114	1167.072
8911	1167.270	-1.165	1167.100
8912	1167.300	-1.175	1167.132
8913	1167.330	-1.184	1167.163
8914	1167.360	-1.156	1167.192
8915	1167.390	-1.243	1167.217
8916	1167.420	-1.239	1167.253
8917	1167.450	-1.183	1167.278
8918	1167.480	-1.235	1167.307
8919	1167.510	-1.170	1167.342
8920	1167.540	-1.098	1167.370
8921	1167.570	-1.085	1167.399
8922	1167.600	-0.967	1167.429
8923	1167.630	-0.932	1167.460
8924	1167.660	-0.820	1167.490
8925	1167.690	-0.730	1167.521
8926	1167.720	-0.649	1167.550
8927	1167.750	-0.572	1167.579
8928	1167.780	-0.457	1167.609
8929	1167.810	-0.331	1167.642
8930	1167.840	-0.201	1167.670
8931	1167.870	-0.129	1167.703
8932	1167.900	0.010	1167.732
8933	1167.930	0.060	1167.764
8934	1167.960	0.202	1167.792
8935	1167.990	0.305	1167.826
8936	1168.020	0.417	1167.854
8937	1168.050	0.521	1167.877
8938	1168.080	0.588	1167.916
8939	1168.110	0.706	1167.937
8940	1168.140	0.882	1167.969
8941	1168.170	0.958	1168.000
8942	1168.200	1.100	1168.031
8943	1168.230	1.061	1168.062
8944	1168.260	1.136	1168.090
8945	1168.290	1.210	1168.124
8946	1168.320	1.280	1168.151
8947	1168.350	1.300	1168.188
8948	1168.380	1.343	1168.210
8949	1168.410	1.374	1168.234
8950	1168.440	1.445	1168.266
8951	1168.470	1.417	1168.300
8952	1168.500	1.438	1168.329
8953	1168.530	1.369	1168.361
8954	1168.560	1.445	1168.393
8955	1168.590	1.410	1168.421
8956	1168.620	1.384	1168.450
8957	1168.650	1.403	1168.482
8958	1168.680	1.345	1168.514
8959	1168.710	1.289	1168.542
8960	1168.740	1.272	1168.572
8961	1168.770	1.113	1168.601
8962	1168.800	1.093	1168.633
8963	1168.830	1.080	1168.657
8964	1168.860	0.953	1168.692
8965	1168.890	0.923	1168.720
8966	1168.920	0.829	1168.753
8967	1168.950	0.804	1168.779
8968	1168.980	0.691	1168.813
8969	1169.010	0.629	1168.841
8970	1169.040	0.508	1168.872
8971	1169.070	0.427	1168.901
8972	1169.100	0.364	1168.931
8973	1169.130	0.297	1168.958
8974	1169.160	0.173	1168.994
8975	1169.190	0.027	1169.020
8976	1169.220	-0.107	1169.048
8977	1169.250	-0.211	1169.079
8978	1169.280	-0.440	1169.113
8979	1169.310	-0.545	1169.141
8980	1169.340	-0.727	1169.171
8981	1169.370	-0.831	1169.204
8982	1169.400	-0.954	1169.232
8983	1169.430	-1.056	1169.260
8984	1169.460	-1.214	1169.290
8985	1169.490	-1.289	1169.324
8986	1169.520	-1.376	1169.348
8987	1169.550	-1.521	1169.381
8988	1169.580	-1.645	1169.411
8989	1169.610	-1.772	1169.444
8990	1169.640	-1.909	1169.475
8991	1169.670	-2.054	1169.506
8992	1169.700	-2.103	1169.531
8993	1169.730	-2.147	1169.566
8994	1169.760	-2.164	1169.590
8995	1169.790	-2.127	1169.618
8996	1169.820	-2.143	1169.648
8997	1169.850	-2.139	1169.682
8998	1169.880	-2.051	1169.711
8999	1169.910	-2.018	1169.742
9000	1169.940	-1.982	1169.771
9001	1169.970	-1.902	1169.801
9002	1170.000	-1.765	1169.832
9003	1170.030	-1.687	1169.860
9004	1170.060	-1.603	1169.890
9005	1170.090	-1.501	1169.919
9006	1170.120	-1.385	1169.950
9007	1170.150	-1.228	1169.982
9008	1170.180	-1.106	1170.011
9009	1170.210	-0.948	1170.045
9010	1170.240	-0.772	1170.076
9011	1170.270	-0.571	1170.104
9012	1170.300	-0.398	1170.131
9013	1170.330	-0.174	1170.156
9014	1170.360	-0.027	1170.191
9015	1170.390	0.210	1170.220
9016	1170.420	0.481	1170.249
9017	1170.450	0.653	1170.283
9018	1170.480	0.850	1170.309
9019	1170.510	1.111	1170.340
9020	1170.540	1.261	1170.370
9021	1170.570	1.448	1170.400
9022	1170.600	1.625	1170.429
9023	1170.630	1.753	1170.461
9024	1170.660	1.837	1170.493
9025	1170.690	2.004	1170.519
9026	1170.720	2.122	1170.555
9027	1170.750	2.210	1170.580
9028	1170.780	2.216	1170.610
9029	1170.810	2.237	1170.637
9030	1170.840	2.260	1170.670
9031	1170.870	2.206	1170.700
9032	1170.900	2.247	1170.729
9033	1170.930	2.257	1170.761
9034	1170.960	2.279	1170.793
9035	1170.990	2.178	1170.821
9036	1171.020	2.154	1170.851
9037	1171.050	2.154	1170.880
9038	1171.080	1.992	1170.909
9039	1171.110	1.920	1170.941
9040	1171.140	1.847	1170.975
9041	1171.170	1.742	1171.000
9042	1171.200	1.674	1171.027
9043	1171.230	1.527	1171.058
9044	1171.260	1.298	1171.094
9045	1171.290	1.224	1171.120
9046	1171.320	1.096	1171.146
9047	1171.350	0.971	1171.182
9048	1171.380	0.850	1171.214
9049	1171.410	0.710	1171.241
9050	1171.440	0.574	1171.275
9051	1171.470	0.417	1171.301
9052	1171.500	0.240	1171.333
9053	1171.530	0.055	1171.359
9054	1171.560	-0.119	1171.393
9055	1171.590	-0.300	1171.418
9056	1171.620	-0.412	1171.451
9057	1171.650	-0.531	1171.479
9058	1171.680	-0.592	1171.511
9059	1171.710	-0.765	1171.540
9060	1171.740	-0.870	1171.573
9061	1171.770	-1.001	1171.601
9062	1171.800	-1.084	1171.629
9063	1171.830	-1.213	1171.660
9064	1171.860	-1.260	1171.691
9065	1171.890	-1.326	1171.718
9066	1171.920	-1.449	1171.749
9067	1171.950	-1.494	1171.783
9068	1171.980	-1.690	1171.813
9069	1172.010	-1.743	1171.840
9070	1172.040	-1.853	1171.868
9071	1172.070	-1.957	1171.903
9072	1172.100	-2.007	1171.929
9073	1172.130	-2.044	1171.963
9074	1172.160	-2.079	1171.991
9075	1172.190	-2.118	1172.017
9076	1172.220	-2.148	1172.051
9077	1172.250	-2.185	1172.081
9078	1172.280	-2.237	1172.112
9079	1172.310	-2.166	1172.139
9080	1172.340	-2.110	1172.170
9081	1172.370	-2.103	1172.204
9082	1172.400	-2.043	1172.231
9083	1172.430	-1.998	1172.260
9084	1172.460	-1.907	1172.287
9085	1172.490	-1.913	1172.320
9086	1172.520	-1.916	1172.352
9087	1172.550	-1.695	1172.382
9088	1172.580	-1.646	1172.408
9089	1172.610	-1.465	1172.442
9090	1172.640	-1.333	1172.476
9091	1172.670	-1.208	1172.504
9092	1172.700	-1.036	1172.532
9093	1172.730	-0.873	1172.563
9094	1172.760	-0.653	1172.588
9095	1172.790	-0.411	1172.622
9096	1172.820	-0.147	1172.650
9097	1172.850	0.055	1172.684
9098	1172.880	0.231	1172.709
9099	1172.910	0.483	1172.742
9100	1172.940	0.592	1172.770
9101	1172.970	0.775	1172.805
9102	1173.000	0.938	1172.829
9103	1173.030	1.161	1172.860
9104	1173.060	1.271	1172.891
9105	1173.090	1.517	1172.919
9106	1173.120	1.626	1172.948
9107	1173.150	1.799	1172.983
9108	1173.180	1.874	1173.006
9109	1173.210	2.043	1173.042
9110	1173.240	2.187	1173.072
9111	1173.270	2.250	1173.104
9112	1173.300	2.388	1173.124
9113	1173.330	2.429	1173.161
9114	1173.360	2.570	1173.185
9115	1173.390	2.603	1173.224
9116	1173.420	2.610	1173.253
9117	1173.450	2.600	1173.280
9118	1173.480	2.582	1173.313
9119	1173.510	2.571	1173.338
9120	1173.540	2.570	1173.372
9121	1173.570	2.519	1173.399
9122	1173.600	2.458	1173.431
9123	1173.630	2.341	1173.462
9124	1173.660	2.265	1173.486
9125	1173.690	2.129	1173.518
9126	1173.720	2.083	1173.549
9127	1173.750	1.907	1173.580
9128	1173.780	1.812	1173.606
9129	1173.810	1.692	1173.639
9130	1173.840	1.492	1173.670
9131	1173.870	1.373	1173.701
9132	1173.900	1.209	1173.732
9133	1173.930	1.019	1173.762
9134	1173.960	0.903	1173.790
9135	1173.990	0.699	1173.818
9136	1174.020	0.496	1173.850
9137	1174.050	0.402	1173.882
9138	1174.080	0.175	1173.907
9139	1174.110	-0.004	1173.937
9140	1174.140	-0.220	1173.972
9141	1174.170	-0.447	1174.002
9142	1174.200	-0.788	1174.030
9143	1174.230	-1.037	1174.063
9144	1174.260	-1.288	1174.092
9145	1174.290	-1.488	1174.120
9146	1174.320	-1.732	1174.148
9147	1174.350	-1.804	1174.180
9148	1174.380	-2.034	1174.208
9149	1174.410	-2.208	1174.240
9150	1174.440	-2.417	1174.270
9151	1174.470	-2.590	1174.304
9152	1174.500	-2.634	1174.331
9153	1174.530	-2.777	1174.363
9154	1174.560	-2.790	1174.391
9155	1174.590	-2.896	1174.425
9156	1174.620	-2.918	1174.447
9157	1174.650	-3.062	1174.478
9158	1174.680	-3.014	1174.509
9159	1174.710	-3.007	1174.539
9160	1174.740	-2.921	1174.569
9161	1174.770	-2.822	1174.603
9162	1174.800	-2.709	1174.631
9163	1174.830	-2.575	1174.661
9164	1174.860	-2.449	1174.692
9165	1174.890	-2.274	1174.721
9166	1174.920	-2.122	1174.751
9167	1174.950	-2.013	1174.786
9168	1174.980	-1.800	1174.805
9169	1175.010	-1.635	1174.842
9170	1175.040	-1.490	1174.864
9171	1175.070	-1.362	1174.902
9172	1175.100	-1.151	1174.936
9173	1175.130	-1.022	1174.960
9174	1175.160	-0.908	1174.989
9175	1175.190	-0.736	1175.025
9176	1175.220	-0.523	1175.054
9177	1175.250	-0.313	1175.082
9178	1175.280	-0.082	1175.116
9179	1175.310	0.107	1175.140
9180	1175.340	0.297	1175.171
9181	1175.370	0.544	1175.201
9182	1175.400	0.721	1175.231
9183	1175.430	0.894	1175.263
9184	1175.460	1.123	1175.291
9185	1175.490	1.349	1175.322
9186	1175.520	1.517	1175.353
9187	1175.550	1.707	1175.381
9188	1175.580	1.862	1175.411
9189	1175.610	1.990	1175.440
9190	1175.640	2.174	1175.470
9191	1175.670	2.279	1175.498
9192	1175.700	2.465	1175.532
9193	1175.730	2.527	1175.557
9194	1175.760	2.632	1175.596
9195	1175.790	2.722	1175.618
9196	1175.820	2.677	1175.653
9197	1175.850	2.668	1175.681
9198	1175.880	2.712	1175.710
9199	1175.910	2.638	1175.741
9200	1175.940	2.665	1175.774
9201	1175.970	2.635	1175.799
9202	1176.000	2.597	1175.831
9203	1176.030	2.512	1175.867
9204	1176.060	2.422	1175.889
9205	1176.090	2.319	1175.923
9206	1176.120	2.200	1175.951
9207	1176.150	2.121	1175.979
9208	1176.180	1.929	1176.010
9209	1176.210	1.900	1176.043
9210	1176.240	1.759	1176.074
9211	1176.270	1.628	1176.101
9212	1176.300	1.427	1176.128
9213	1176.330	1.263	1176.159
9214	1176.360	1.106	1176.195
9215	1176.390	0.920	1176.220
9216	1176.420	0.719	1176.250
9217	1176.450	0.501	1176.284
9218	1176.480	0.302	1176.308
9219	1176.510	0.106	1176.338
9220	1176.540	-0.131	1176.367
9221	1176.570	-0.289	1176.401
9222	1176.600	-0.518	1176.430
9223	1176.630	-0.680	1176.462
9224	1176.660	-0.800	1176.489
9225	1176.690	-0.920	1176.519
9226	1176.720	-1.031	1176.551
9227	1176.750	-1.134	1176.578
9228	1176.780	-1.198	1176.613
9229	1176.810	-1.326	1176.642
9230	1176.840	-1.450	1176.669
9231	1176.870	-1.655	1176.698
9232	1176.900	-1.739	1176.729
9233	1176.930	-1.867	1176.761
9234	1176.960	-1.942	1176.790
9235	1176.990	-2.037	1176.821
9236	1177.020	-2.191	1176.855
9237	1177.050	-2.215	1176.881
9238	1177.080	-2.245	1176.907
9239	1177.110	-2.193	1176.939
9240	1177.140	-2.156	1176.969
9241	1177.170	-2.169	1176.999
9242	1177.200	-2.138	1177.031
9243	1177.230	-2.174	1177.059
9244	1177.260	-2.215	1177.092
9245	1177.290	-2.286	1177.119
9246	1177.320	-2.309	1177.148
9247	1177.350	-2.364	1177.179
9248	1177.380	-2.353	1177.212
9249	1177.410	-2.443	1177.241
9250	1177.440	-2.396	1177.272
9251	1177.470	-2.318	1177.300
9252	1177.500	-2.214	1177.331
9253	1177.530	-2.031	1177.359
9254	1177.560	-1.828	1177.388
9255	1177.590	-1.677	1177.422
9256	1177.620	-1.459	1177.451
9257	1177.650	-1.361	1177.479
9258	1177.680	-1.236	1177.509
9259	1177.710	-1.141	1177.539
9260	1177.740	-1.008	1177.569
9261	1177.770	-0.911	1177.603
9262	1177.800	-0.748	1177.629
9263	1177.830	-0.605	1177.665
9264	1177.860	-0.360	1177.693
9265	1177.890	-0.188	1177.720
9266	1177.920	0.024	1177.755
9267	1177.950	0.316	1177.783
9268	1177.980	0.563	1177.808
9269	1178.010	0.934	1177.837
9270	1178.040	1.201	1177.871
9271	1178.070	1.446	1177.903
9272	1178.100	1.754	1177.930
9273	1178.130	1.943	1177.963
9274	1178.160	2.098	1177.988
9275	1178.190	2.221	1178.019
9276	1178.220	2.350	1178.052
9277	1178.250	2.552	1178.083
9278	1178.280	2.585	1178.110
9279	1178.310	2.704	1178.140
9280	1178.340	2.857	1178.173
9281	1178.370	2.850	1178.204
9282	1178.400	2.951	1178.231
9283	1178.430	3.022	1178.259
9284	1178.460	3.105	1178.291
9285	1178.490	3.115	1178.321
9286	1178.520	3.198	1178.352
9287	1178.550	3.178	1178.379
9288	1178.580	3.197	1178.409
9289	1178.610	3.094	1178.438
9290	1178.640	2.926	1178.470
9291	1178.670	2.784	1178.498
9292	1178.700	2.592	1178.532
9293	1178.730	2.472	1178.554
9294	1178.760	2.298	1178.594
9295	1178.790	2.166	1178.620
